"","Customer","Geographic indicator","Months with service","Age in years","Marital status","Years at current address","Household income in thousands","Level of education","Years with current employer","Retired","Gender","Number of people in household","Customer category","Toll free service","Equipment rental","Calling card service","Wireless service","Long distance last month","Toll free last month","Equipment last month","Calling card last month","Wireless last month","Long distance over tenure","Toll free over tenure","Equipment over tenure","Calling card over tenure","Wireless over tenure","Multiple lines","Voice mail","Paging service","Internet","Caller ID","Call waiting","Call forwarding","Three way calling","Electronic billing","churn"
"111","ID0111","Zone 3",61,50,"Married",30,102,"Graduate",9,"No","Female",3,"Category 2","No","No","Yes","No",12.6,0,0,12.5,0,760.3,0,0,745,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"112","ID0112","Zone 2",45,22,"Married",2,36,"Graduate",0,"No","Female",5,"Category 2","Yes","Yes","No","No",9.95,14.75,26.15,0,0,412.1,663.1,1180.5,0,0,"Yes","No","No","No","No","No","No","No","No","Yes"
"113","ID0113","Zone 2",3,37,"Unmarried",13,24,"Did Not Complete High School",3,"No","Female",1,"Category 1","No","No","No","No",2,0,0,0,0,3.05,0,0,0,0,"No","Yes","No","No","No","No","No","Yes","Yes","No"
"114","ID0114","Zone 2",53,22,"Unmarried",1,25,"Graduate",0,"No","Male",2,"Category 2","No","Yes","Yes","No",12.05,0,27.15,6.5,0,666,0,1469.25,335,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"115","ID0115","Zone 1",59,42,"Unmarried",1,68,"Completed High School",21,"No","Female",1,"Category 3","Yes","No","Yes","No",17.3,21.25,0,19.25,0,997.85,1183.55,0,1160,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"116","ID0116","Zone 1",13,34,"Unmarried",11,20,"Undergraduate",0,"No","Female",1,"Category 1","No","No","No","No",4.8,0,0,0,0,71.05,0,0,0,0,"No","No","No","Yes","No","No","No","No","No","No"
"117","ID0117","Zone 3",31,31,"Unmarried",4,48,"Did Not Complete High School",15,"No","Male",1,"Category 3","No","No","No","No",3.8,0,0,0,0,127.7,0,0,0,0,"No","No","No","No","No","Yes","Yes","Yes","No","No"
"118","ID0118","Zone 1",40,29,"Married",6,40,"Completed High School",8,"No","Female",5,"Category 3","No","No","No","No",13,0,0,0,0,502.95,0,0,0,0,"No","No","No","No","No","Yes","Yes","Yes","No","No"
"119","ID0119","Zone 1",48,55,"Unmarried",15,79,"Did Not Complete High School",25,"No","Male",1,"Category 3","No","No","Yes","No",13.8,0,0,25.5,0,668.65,0,0,1140,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"120","ID0120","Zone 3",3,31,"Unmarried",1,28,"Did Not Complete High School",0,"No","Male",1,"Category 1","Yes","Yes","Yes","No",3.45,15.5,23.3,23.5,0,13.3,48.75,62.95,45,0,"No","No","No","Yes","No","No","Yes","No","No","Yes"
"121","ID0121","Zone 2",51,48,"Unmarried",12,64,"Completed High School",22,"No","Female",1,"Category 1","No","No","Yes","No",14.8,0,0,17,0,708.45,0,0,820,0,"No","No","No","No","No","No","No","No","No","No"
"122","ID0122","Zone 3",33,41,"Unmarried",15,37,"Completed High School",11,"No","Male",1,"Category 1","No","No","No","No",12.2,0,0,0,0,415.05,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"123","ID0123","Zone 3",14,47,"Married",7,48,"Did Not Complete High School",13,"No","Male",2,"Category 1","Yes","No","No","No",4.25,11,0,0,0,55.5,126.45,0,0,0,"No","No","No","No","No","No","No","Yes","No","No"
"124","ID0124","Zone 1",17,42,"Married",6,131,"Doctorate",6,"No","Male",3,"Category 2","No","Yes","No","Yes",5.8,0,35.35,0,21.65,103.1,0,527.8,0,331.4,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"125","ID0125","Zone 3",19,29,"Married",9,18,"Completed High School",2,"No","Male",3,"Category 1","No","No","No","No",5.4,0,0,0,0,108.5,0,0,0,0,"No","No","No","Yes","No","No","Yes","No","Yes","No"
"126","ID0126","Zone 2",58,36,"Unmarried",10,38,"Completed High School",14,"No","Female",1,"Category 2","No","No","Yes","No",10.15,0,0,17.75,0,538.65,0,0,1030,0,"Yes","No","No","No","No","No","No","No","No","No"
"127","ID0127","Zone 3",22,23,"Unmarried",3,37,"Completed High School",4,"No","Female",3,"Category 4","No","Yes","Yes","Yes",5.35,0,28.1,9,24.7,144.05,0,602.2,200,503.5,"No","Yes","No","Yes","Yes","No","No","Yes","Yes","No"
"128","ID0128","Zone 2",29,31,"Married",1,60,"Graduate",6,"No","Male",5,"Category 2","No","Yes","No","No",9.6,0,26.75,0,0,243.9,0,730.8,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"129","ID0129","Zone 3",14,22,"Married",2,13,"Undergraduate",0,"No","Female",4,"Category 2","No","Yes","No","No",9.45,0,26.85,0,0,117.55,0,364.1,0,0,"Yes","No","No","Yes","No","No","No","No","No","Yes"
"130","ID0130","Zone 2",70,64,"Married",18,98,"Did Not Complete High School",31,"No","Female",2,"Category 4","Yes","No","Yes","Yes",26.15,84,0,11.25,45.45,1805.1,5850.25,0,720,3243.25,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"131","ID0131","Zone 1",62,52,"Married",2,195,"Did Not Complete High School",23,"No","Male",2,"Category 3","Yes","No","Yes","Yes",23.15,36.75,0,36,34.3,1420.95,2308.25,0,2205,2082.8,"Yes","No","No","No","No","No","Yes","Yes","No","No"
"132","ID0132","Zone 2",7,35,"Married",0,47,"Did Not Complete High School",14,"No","Male",5,"Category 1","No","No","No","No",5.2,0,0,0,0,46.9,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"133","ID0133","Zone 1",56,47,"Married",19,65,"Completed High School",22,"No","Male",3,"Category 4","Yes","No","Yes","Yes",12.4,48.75,0,36.5,58.4,744.45,2695.95,0,2070,3084.2,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"134","ID0134","Zone 1",50,50,"Married",22,150,"Doctorate",5,"No","Female",4,"Category 2","No","Yes","Yes","No",19.3,0,33.4,50.75,0,930.8,0,1719.4,2585,0,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","No"
"135","ID0135","Zone 2",57,39,"Unmarried",6,106,"Doctorate",8,"No","Male",1,"Category 3","Yes","Yes","Yes","Yes",9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.35,740,2183.95,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No"
"136","ID0136","Zone 3",2,40,"Unmarried",19,51,"Graduate",14,"No","Female",1,"Category 1","No","No","No","No",4.25,0,0,0,0,6.8,0,0,0,0,"No","Yes","No","Yes","No","No","No","No","Yes","No"
"137","ID0137","Zone 2",40,38,"Unmarried",17,96,"Graduate",0,"No","Female",1,"Category 1","No","No","No","No",9.3,0,0,0,0,316.05,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"138","ID0138","Zone 2",6,43,"Unmarried",4,33,"Doctorate",7,"No","Male",2,"Category 3","No","No","Yes","Yes",4.25,0,0,16.25,26.75,30,0,0,85,146.55,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No"
"139","ID0139","Zone 3",23,25,"Married",6,38,"Completed High School",1,"No","Female",3,"Category 3","Yes","Yes","Yes","No",13.9,23.25,28.5,3.75,0,255,574.85,621.25,65,0,"Yes","No","Yes","No","No","Yes","Yes","No","No","No"
"140","ID0140","Zone 3",11,32,"Unmarried",6,125,"Graduate",5,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",3.8,19.25,61.45,19,58.25,31.75,233.4,578.6,200,577.7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"141","ID0141","Zone 1",29,37,"Married",13,145,"Doctorate",0,"No","Female",4,"Category 4","Yes","Yes","Yes","Yes",8.6,24,41.15,17.75,28,241.45,713.45,1201.4,495,722.8,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"142","ID0142","Zone 1",42,44,"Married",2,99,"Completed High School",21,"No","Male",3,"Category 3","Yes","No","Yes","No",22.05,34.75,0,9.75,0,841.55,1501.55,0,395,0,"Yes","No","No","No","No","Yes","No","Yes","No","No"
"143","ID0143","Zone 1",20,34,"Married",2,22,"Graduate",0,"No","Female",3,"Category 4","Yes","Yes","Yes","Yes",4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635,570.65,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"144","ID0144","Zone 2",72,60,"Married",21,31,"Did Not Complete High School",38,"Yes","Male",2,"Category 2","No","No","Yes","No",32.25,0,0,33.5,0,2349.25,0,0,2385,0,"Yes","No","No","No","No","No","No","No","No","No"
"145","ID0145","Zone 1",2,36,"Unmarried",3,25,"Did Not Complete High School",6,"No","Female",1,"Category 3","Yes","Yes","Yes","Yes",1.9,15.75,28.7,5,24.15,3.6,23.05,29.05,5,20.95,"No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes"
"146","ID0146","Zone 3",46,25,"Unmarried",5,57,"Doctorate",0,"No","Female",2,"Category 1","Yes","Yes","Yes","Yes",20.25,21.25,39.4,9.75,28.35,923.95,968.95,1748.55,445,1246.45,"No","No","No","Yes","No","No","Yes","Yes","Yes","No"
"147","ID0147","Zone 2",39,51,"Married",21,41,"Doctorate",20,"No","Male",6,"Category 4","Yes","Yes","Yes","Yes",12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330,1301.1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"148","ID0148","Zone 3",24,25,"Married",1,20,"Undergraduate",1,"No","Female",2,"Category 2","No","Yes","No","No",8.15,0,27.95,0,0,209.35,0,615.8,0,0,"Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
"149","ID0149","Zone 3",59,43,"Married",4,101,"Completed High School",22,"No","Female",5,"Category 2","No","No","Yes","No",13.65,0,0,20.75,0,817.65,0,0,1195,0,"Yes","No","No","No","No","No","No","Yes","No","No"
"150","ID0150","Zone 1",65,37,"Unmarried",8,56,"Completed High School",15,"No","Male",1,"Category 2","No","No","Yes","No",10.25,0,0,10.75,0,681.95,0,0,655,0,"Yes","No","No","No","No","No","No","No","No","No"
"151","ID0151","Zone 2",50,27,"Married",5,22,"Completed High School",5,"No","Female",3,"Category 1","No","No","Yes","No",17.2,0,0,13.25,0,893.3,0,0,750,0,"No","No","No","No","No","No","No","No","No","No"
"152","ID0152","Zone 1",57,37,"Unmarried",11,108,"Graduate",9,"No","Female",1,"Category 3","Yes","Yes","Yes","No",21.8,27.25,42,8,0,1292,1492.1,2394.75,425,0,"Yes","No","No","Yes","Yes","Yes","No","Yes","No","No"
"153","ID0153","Zone 3",61,48,"Unmarried",14,115,"Graduate",20,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",12.8,16,39.2,17.25,31,785.7,953.95,2410.1,1015,1799.15,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No"
"154","ID0154","Zone 3",34,54,"Unmarried",31,53,"Graduate",22,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",8.1,18,45.6,56.5,66.9,225.4,588.4,1463.8,1880,2304.8,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No"
"155","ID0155","Zone 3",38,53,"Unmarried",13,242,"Graduate",12,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020,1934.9,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"156","ID0156","Zone 1",3,24,"Married",2,20,"Completed High School",3,"No","Female",5,"Category 3","Yes","No","Yes","No",3.35,22.5,0,9.25,0,7.55,49.55,0,15,0,"No","Yes","No","Yes","Yes","Yes","No","Yes","No","No"
"157","ID0157","Zone 2",4,47,"Unmarried",5,123,"Graduate",11,"No","Male",1,"Category 1","No","Yes","Yes","No",2.5,0,25.3,13.75,0,9.25,0,99.5,40,0,"No","No","No","Yes","No","No","Yes","No","Yes","Yes"
"158","ID0158","Zone 2",15,35,"Unmarried",0,34,"Did Not Complete High School",12,"No","Male",1,"Category 1","No","No","No","No",3.95,0,0,0,0,47.95,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"159","ID0159","Zone 1",25,29,"Married",8,31,"Graduate",3,"No","Female",5,"Category 2","No","Yes","No","No",12.95,0,33.05,0,0,348.9,0,832.85,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"160","ID0160","Zone 3",21,44,"Unmarried",25,47,"Did Not Complete High School",12,"No","Female",2,"Category 3","No","No","Yes","No",7.05,0,0,14.5,0,182.3,0,0,285,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"161","ID0161","Zone 3",50,37,"Married",11,48,"Undergraduate",8,"No","Female",2,"Category 3","Yes","No","Yes","No",12.9,27.75,0,8.75,0,669.75,1445.15,0,445,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"162","ID0162","Zone 2",65,64,"Married",22,13,"Completed High School",5,"Yes","Female",3,"Category 3","Yes","No","Yes","No",14.6,33,0,15.75,0,921.7,1990.2,0,930,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"163","ID0163","Zone 2",59,52,"Married",18,78,"Did Not Complete High School",25,"No","Male",2,"Category 1","No","No","No","No",18.6,0,0,0,0,1179.05,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"164","ID0164","Zone 3",29,26,"Unmarried",7,34,"Did Not Complete High School",7,"No","Female",2,"Category 3","No","No","Yes","No",6.5,0,0,16,0,198.7,0,0,490,0,"No","No","No","No","Yes","Yes","No","No","No","No"
"165","ID0165","Zone 1",60,46,"Unmarried",17,81,"Doctorate",9,"No","Female",1,"Category 2","No","Yes","Yes","No",17.45,0,39.25,10.25,0,1067,0,2331.65,610,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"166","ID0166","Zone 1",71,45,"Married",14,86,"Completed High School",25,"No","Male",2,"Category 2","No","Yes","Yes","No",45.05,0,33,35,0,3235.9,0,2386.45,2495,0,"Yes","No","No","Yes","No","No","No","No","No","No"
"167","ID0167","Zone 3",38,27,"Married",0,26,"Graduate",2,"No","Male",4,"Category 4","No","Yes","Yes","Yes",12.2,0,38.75,9.25,28.05,477.5,0,1429.95,365,1111,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No"
"168","ID0168","Zone 3",16,34,"Married",5,51,"Completed High School",8,"No","Female",5,"Category 1","No","No","Yes","No",4.7,0,0,16.5,0,61.5,0,0,260,0,"No","No","No","No","No","No","No","No","No","No"
"169","ID0169","Zone 3",7,31,"Unmarried",10,59,"Undergraduate",10,"No","Male",1,"Category 1","No","Yes","No","No",2.45,0,29.8,0,0,16.35,0,170.2,0,0,"No","Yes","No","No","No","Yes","No","No","Yes","Yes"
"170","ID0170","Zone 1",59,53,"Unmarried",21,112,"Graduate",16,"No","Male",1,"Category 2","No","Yes","No","Yes",21.1,0,38.55,0,25.3,1236.3,0,2190.1,0,1465.35,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"171","ID0171","Zone 2",22,56,"Married",14,57,"Graduate",28,"No","Male",2,"Category 4","Yes","Yes","Yes","Yes",6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250,649.6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"172","ID0172","Zone 1",18,48,"Married",20,41,"Did Not Complete High School",2,"No","Female",2,"Category 1","Yes","No","Yes","No",4.35,13,0,8,0,59.15,220.95,0,135,0,"No","No","No","No","Yes","Yes","No","No","No","No"
"173","ID0173","Zone 2",64,46,"Married",19,168,"Completed High School",26,"No","Female",2,"Category 4","Yes","Yes","Yes","Yes",14.2,71,73.8,38.75,62.45,928.8,4667.75,4758.05,2460,3704.05,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"174","ID0174","Zone 2",7,33,"Unmarried",4,29,"Graduate",4,"No","Female",3,"Category 1","No","Yes","No","No",4.65,0,28.35,0,0,35.45,0,166.5,0,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"175","ID0175","Zone 3",65,58,"Unmarried",13,167,"Completed High School",14,"No","Female",2,"Category 2","No","No","Yes","No",24.3,0,0,17.25,0,1642.35,0,0,1110,0,"Yes","No","No","No","No","No","No","No","No","No"
"176","ID0176","Zone 3",7,24,"Unmarried",5,29,"Completed High School",3,"No","Male",3,"Category 1","Yes","No","No","No",4.45,13.5,0,0,0,43.7,109.5,0,0,0,"No","No","Yes","Yes","No","No","No","Yes","No","No"
"177","ID0177","Zone 1",64,55,"Unmarried",28,104,"Did Not Complete High School",26,"No","Female",1,"Category 3","No","No","Yes","No",15,0,0,39.25,0,960.95,0,0,2360,0,"No","No","No","No","Yes","No","No","Yes","No","No"
"178","ID0178","Zone 3",42,22,"Married",0,46,"Graduate",0,"No","Male",2,"Category 4","Yes","Yes","Yes","Yes",9.35,20.25,51.35,6,36,311.85,850.65,2099.55,270,1503.65,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No"
"179","ID0179","Zone 3",33,26,"Unmarried",5,46,"Graduate",1,"No","Female",3,"Category 4","Yes","Yes","Yes","Yes",11,17.5,40.9,6,32.05,350.05,593.1,1347.7,185,1009.5,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"180","ID0180","Zone 1",3,33,"Unmarried",8,51,"Graduate",0,"No","Female",1,"Category 1","No","Yes","No","No",2.9,0,19.9,0,0,12.05,0,40.15,0,0,"No","No","No","No","No","No","No","No","No","Yes"
"181","ID0181","Zone 2",69,42,"Married",11,65,"Completed High School",18,"No","Male",2,"Category 4","Yes","Yes","Yes","Yes",14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125,4399.6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"182","ID0182","Zone 2",9,33,"Unmarried",1,48,"Completed High School",13,"No","Male",2,"Category 1","Yes","No","Yes","No",3.15,13.25,0,30.5,0,39.75,110.05,0,275,0,"No","No","No","No","Yes","Yes","No","No","No","No"
"183","ID0183","Zone 3",22,34,"Married",1,46,"Undergraduate",1,"No","Male",4,"Category 2","No","Yes","No","No",7.1,0,23.4,0,0,125.05,0,484.1,0,0,"Yes","No","No","Yes","No","No","No","No","No","No"
"184","ID0184","Zone 2",53,63,"Married",15,43,"Completed High School",18,"No","Male",2,"Category 2","No","Yes","Yes","No",14.85,0,37,11,0,808.95,0,2012.6,535,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"185","ID0185","Zone 3",71,53,"Unmarried",30,110,"Did Not Complete High School",34,"No","Male",1,"Category 2","No","No","Yes","No",17.45,0,0,14.75,0,1249.8,0,0,1100,0,"Yes","No","No","No","No","No","No","No","No","No"
"186","ID0186","Zone 3",24,26,"Unmarried",2,32,"Undergraduate",2,"No","Male",3,"Category 1","No","No","No","No",4.25,0,0,0,0,97.35,0,0,0,0,"No","No","No","No","No","No","No","No","Yes","No"
"187","ID0187","Zone 3",12,22,"Married",1,18,"Undergraduate",0,"No","Female",2,"Category 1","No","No","No","No",4.65,0,0,0,0,57.7,0,0,0,0,"No","No","No","Yes","No","No","No","No","Yes","No"
"188","ID0188","Zone 1",25,39,"Married",1,26,"Graduate",0,"No","Male",4,"Category 2","No","Yes","Yes","Yes",14.45,0,35.95,23,24.75,349.9,0,895.05,515,640.8,"Yes","Yes","Yes","Yes","No","No","No","No","Yes","No"
"189","ID0189","Zone 3",63,28,"Married",9,34,"Completed High School",10,"No","Female",6,"Category 3","Yes","No","Yes","Yes",15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"190","ID0190","Zone 1",33,54,"Married",18,57,"Graduate",4,"No","Female",3,"Category 3","Yes","Yes","No","No",7.5,30.25,33.9,0,0,226.25,1105.75,1108.5,0,0,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes"
"191","ID0191","Zone 2",57,54,"Married",20,21,"Completed High School",0,"No","Female",3,"Category 1","No","No","Yes","No",10.6,0,0,17,0,565.55,0,0,930,0,"No","No","No","No","No","No","No","No","No","No"
"192","ID0192","Zone 3",13,33,"Unmarried",7,38,"Undergraduate",10,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155,318.9,"No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"193","ID0193","Zone 1",13,21,"Unmarried",2,19,"Undergraduate",0,"No","Female",1,"Category 2","No","Yes","Yes","No",7.9,0,25.2,5,0,98.35,0,311.65,40,0,"Yes","No","No","Yes","No","No","No","No","No","No"
"194","ID0194","Zone 1",71,39,"Unmarried",2,40,"Undergraduate",17,"No","Male",1,"Category 3","Yes","No","Yes","No",36.25,27.75,0,38.5,0,2553.7,1916.25,0,2620,0,"Yes","Yes","No","No","No","Yes","No","Yes","No","No"
"195","ID0195","Zone 3",18,69,"Married",11,58,"Undergraduate",8,"No","Male",2,"Category 4","Yes","Yes","Yes","Yes",6.35,27.25,53.95,11.75,63,118.05,454.05,896.8,175,1049.95,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"196","ID0196","Zone 1",17,51,"Married",10,95,"Completed High School",15,"No","Female",2,"Category 1","No","No","No","No",7.45,0,0,0,0,132.9,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"197","ID0197","Zone 2",22,43,"Unmarried",4,114,"Completed High School",19,"No","Male",1,"Category 1","No","Yes","No","No",9.25,0,22.7,0,0,202.8,0,428.7,0,0,"No","No","No","No","No","No","No","No","No","No"
"198","ID0198","Zone 2",65,65,"Married",27,128,"Undergraduate",24,"No","Male",2,"Category 3","Yes","No","Yes","No",21.2,24,0,14.5,0,1325.05,1483.55,0,940,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"199","ID0199","Zone 3",7,40,"Unmarried",9,33,"Graduate",2,"No","Female",1,"Category 1","No","No","No","No",2.8,0,0,0,0,16.85,0,0,0,0,"No","No","No","Yes","No","No","No","No","Yes","No"
"200","ID0200","Zone 3",72,66,"Unmarried",30,460,"Graduate",41,"No","Female",1,"Category 4","No","Yes","Yes","No",89.4,0,46.55,18.75,0,6353.9,0,3411.2,1245,0,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No"
"201","ID0201","Zone 1",35,43,"Unmarried",12,224,"Undergraduate",17,"No","Male",1,"Category 1","No","No","Yes","No",7.7,0,0,9.5,0,271.55,0,0,330,0,"No","No","No","No","No","No","No","No","No","No"
"202","ID0202","Zone 1",24,39,"Unmarried",2,122,"Graduate",12,"No","Male",3,"Category 4","Yes","No","Yes","Yes",4.45,26.25,0,9.75,35.9,98.35,625.95,0,210,844.95,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"203","ID0203","Zone 1",64,24,"Married",0,23,"Undergraduate",1,"No","Female",5,"Category 2","No","Yes","No","No",7,0,35.55,0,0,394.6,0,2182.4,0,0,"Yes","No","No","Yes","No","Yes","No","Yes","No","No"
"204","ID0204","Zone 2",63,63,"Married",19,191,"Undergraduate",27,"No","Male",2,"Category 2","No","No","Yes","No",12.7,0,0,7,0,782.45,0,0,435,0,"Yes","No","No","No","No","No","No","No","No","No"
"205","ID0205","Zone 1",38,31,"Married",7,187,"Graduate",6,"No","Male",3,"Category 4","Yes","No","Yes","Yes",12.65,21.25,0,34,47.85,448.75,834,0,1165,1801.75,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"206","ID0206","Zone 2",29,37,"Married",9,119,"Undergraduate",12,"No","Male",3,"Category 1","No","No","No","No",4.6,0,0,0,0,138.7,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"207","ID0207","Zone 1",72,69,"Married",49,44,"Completed High School",44,"Yes","Female",2,"Category 3","No","No","Yes","No",99.95,0,0,12.5,0,7257.6,0,0,875,0,"Yes","No","No","No","No","Yes","No","Yes","No","No"
"208","ID0208","Zone 1",10,27,"Married",2,15,"Undergraduate",2,"No","Female",2,"Category 4","Yes","Yes","Yes","Yes",7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60,377.35,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"209","ID0209","Zone 3",72,64,"Unmarried",41,674,"Graduate",37,"No","Female",1,"Category 3","Yes","No","Yes","Yes",49.6,32.75,0,48.75,60.15,3535.8,2378.15,0,3465,4366.2,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
